"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"12:13:51.2610461 PM","Explorer.EXE","640","RegQueryValue","HKCR\*\shellex\ContextMenuHandlers\Open With\SuppressionPolicy","NAME NOT FOUND","Length: 144"
"12:13:51.2610606 PM","Explorer.EXE","640","RegQueryKey","HKCR\*\shellex\ContextMenuHandlers\Open With","SUCCESS","Query: Name"
"12:13:51.2610827 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\shellex\ContextMenuHandlers\Open With","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2610984 PM","Explorer.EXE","640","RegQueryValue","HKCR\*\shellex\ContextMenuHandlers\Open With\(Default)","SUCCESS","Type: REG_SZ, Length: 78, Data: {09799AFB-AD67-11d1-ABCD-00C04FC30936}"
"12:13:51.2611215 PM","Explorer.EXE","640","RegCloseKey","HKCR\*\shellex\ContextMenuHandlers\Open With","SUCCESS",""
"12:13:51.2611285 PM","Explorer.EXE","640","RegEnumKey","HKCR\*\shellex\ContextMenuHandlers","SUCCESS","Index: 2, Name: Open With EncryptionMenu"
"12:13:51.2611428 PM","Explorer.EXE","640","RegQueryKey","HKCR\*\shellex\ContextMenuHandlers","SUCCESS","Query: Name"
"12:13:51.2611660 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2611822 PM","Explorer.EXE","640","RegOpenKey","HKCR\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","SUCCESS","Desired Access: Read"
"12:13:51.2611995 PM","Explorer.EXE","640","RegQueryKey","HKCR\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","SUCCESS","Query: Name"
"12:13:51.2612216 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2612375 PM","Explorer.EXE","640","RegQueryValue","HKCR\*\shellex\ContextMenuHandlers\Open With EncryptionMenu\SuppressionPolicy","NAME NOT FOUND","Length: 144"
"12:13:51.2612517 PM","Explorer.EXE","640","RegQueryKey","HKCR\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","SUCCESS","Query: Name"
"12:13:51.2612744 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2612908 PM","Explorer.EXE","640","RegQueryValue","HKCR\*\shellex\ContextMenuHandlers\Open With EncryptionMenu\(Default)","SUCCESS","Type: REG_SZ, Length: 78, Data: {A470F8CF-A1E8-4f65-8335-227475AA5C46}"
"12:13:51.2613135 PM","Explorer.EXE","640","RegCloseKey","HKCR\*\shellex\ContextMenuHandlers\Open With EncryptionMenu","SUCCESS",""
"12:13:51.2613207 PM","Explorer.EXE","640","RegEnumKey","HKCR\*\shellex\ContextMenuHandlers","SUCCESS","Index: 3, Name: {a2a9545d-a0c2-42b4-9708-a0b2badd77c8}"
"12:13:51.2613344 PM","Explorer.EXE","640","RegQueryKey","HKCR\*\shellex\ContextMenuHandlers","SUCCESS","Query: Name"
"12:13:51.2613570 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2613733 PM","Explorer.EXE","640","RegOpenKey","HKCR\*\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}","SUCCESS","Desired Access: Read"
"12:13:51.2613903 PM","Explorer.EXE","640","RegQueryKey","HKCR\*\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}","SUCCESS","Query: Name"
"12:13:51.2614126 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2614288 PM","Explorer.EXE","640","RegQueryValue","HKCR\*\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}\SuppressionPolicy","NAME NOT FOUND","Length: 144"
"12:13:51.2614551 PM","Explorer.EXE","640","RegCloseKey","HKCR\*\shellex\ContextMenuHandlers\{a2a9545d-a0c2-42b4-9708-a0b2badd77c8}","SUCCESS",""
"12:13:51.2614624 PM","Explorer.EXE","640","RegEnumKey","HKCR\*\shellex\ContextMenuHandlers","NO MORE ENTRIES","Index: 4, Length: 288"
"12:13:51.2614839 PM","Explorer.EXE","640","RegCloseKey","HKCR\*\shellex\ContextMenuHandlers","SUCCESS",""
"12:13:51.2614911 PM","Explorer.EXE","640","RegQueryKey","HKCR\AllFilesystemObjects","SUCCESS","Query: Name"
"12:13:51.2615141 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects\shellex\ContextMenuHandlers","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2615297 PM","Explorer.EXE","640","RegOpenKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers","SUCCESS","Desired Access: Read"
"12:13:51.2615467 PM","Explorer.EXE","640","RegQueryKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers","SUCCESS","Query: Name"
"12:13:51.2615691 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects\shellex\ContextMenuHandlers","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2615847 PM","Explorer.EXE","640","RegEnumKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers","SUCCESS","Index: 0, Name: Send To"
"12:13:51.2615984 PM","Explorer.EXE","640","RegQueryKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers","SUCCESS","Query: Name"
"12:13:51.2616205 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2616364 PM","Explorer.EXE","640","RegOpenKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","SUCCESS","Desired Access: Read"
"12:13:51.2616529 PM","Explorer.EXE","640","RegQueryKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","SUCCESS","Query: Name"
"12:13:51.2616755 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2616917 PM","Explorer.EXE","640","RegQueryValue","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To\SuppressionPolicy","NAME NOT FOUND","Length: 144"
"12:13:51.2617063 PM","Explorer.EXE","640","RegQueryKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","SUCCESS","Query: Name"
"12:13:51.2617283 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2617448 PM","Explorer.EXE","640","RegQueryValue","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To\(Default)","SUCCESS","Type: REG_SZ, Length: 78, Data: {7BA4C740-9E81-11CF-99D3-00AA004AE837}"
"12:13:51.2617674 PM","Explorer.EXE","640","RegCloseKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers\Send To","SUCCESS",""
"12:13:51.2617747 PM","Explorer.EXE","640","RegEnumKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers","NO MORE ENTRIES","Index: 1, Length: 288"
"12:13:51.2617959 PM","Explorer.EXE","640","RegCloseKey","HKCR\AllFilesystemObjects\shellex\ContextMenuHandlers","SUCCESS",""
"12:13:51.2618046 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2618188 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{7BA4C740-9E81-11CF-99D3-00AA004AE837}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2618334 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{7BA4C740-9E81-11CF-99D3-00AA004AE837}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2618501 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2618638 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{A2A9545D-A0C2-42B4-9708-A0B2BADD77C8}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2618772 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{A2A9545D-A0C2-42B4-9708-A0B2BADD77C8}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2618931 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2619066 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{A470F8CF-A1E8-4F65-8335-227475AA5C46}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2619194 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{A470F8CF-A1E8-4F65-8335-227475AA5C46}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2619353 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2619490 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2619630 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}\shellex\MayChangeDefaultMenu","SUCCESS","Desired Access: Query Value"
"12:13:51.2619906 PM","Explorer.EXE","640","RegCloseKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}\shellex\MayChangeDefaultMenu","SUCCESS",""
"12:13:51.2620049 PM","Explorer.EXE","640","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Objects\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2620236 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2620379 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2620510 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","SUCCESS","Desired Access: Query Value"
"12:13:51.2620678 PM","Explorer.EXE","640","RegQueryKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","SUCCESS","Query: Name"
"12:13:51.2620904 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2621057 PM","Explorer.EXE","640","RegQueryValue","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}\flags","NAME NOT FOUND","Length: 144"
"12:13:51.2621275 PM","Explorer.EXE","640","RegCloseKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","SUCCESS",""
"12:13:51.2621552 PM","Explorer.EXE","640","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Objects\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2621734 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2621873 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2622005 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","SUCCESS","Desired Access: Query Value"
"12:13:51.2622175 PM","Explorer.EXE","640","RegQueryKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","SUCCESS","Query: Name"
"12:13:51.2622398 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2622555 PM","Explorer.EXE","640","RegQueryValue","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}\flags","NAME NOT FOUND","Length: 144"
"12:13:51.2622773 PM","Explorer.EXE","640","RegCloseKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","SUCCESS",""
"12:13:51.2622896 PM","Explorer.EXE","640","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Objects\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2623061 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2623197 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2623326 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{09799AFB-AD67-11D1-ABCD-00C04FC30936}","SUCCESS","Desired Access: Query Value"
"12:13:51.2623491 PM","Explorer.EXE","640","RegQueryKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","SUCCESS","Query: Name"
"12:13:51.2623711 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2623865 PM","Explorer.EXE","640","RegQueryValue","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}\flags","NAME NOT FOUND","Length: 144"
"12:13:51.2624080 PM","Explorer.EXE","640","RegCloseKey","HKCR\CLSID\{09799AFB-AD67-11d1-ABCD-00C04FC30936}","SUCCESS",""
"12:13:51.2624198 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2624337 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{750FDF0E-2A26-11D1-A3EA-080036587F03}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2624480 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{750FDF0E-2A26-11D1-A3EA-080036587F03}\shellex\MayChangeDefaultMenu","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2624661 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"12:13:51.2624893 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2625038 PM","Explorer.EXE","640","RegOpenKey","HKCR\exefile","SUCCESS","Desired Access: Maximum Allowed"
"12:13:51.2625226 PM","Explorer.EXE","640","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Objects\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2625399 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2625536 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2625664 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","SUCCESS","Desired Access: Query Value"
"12:13:51.2625837 PM","Explorer.EXE","640","RegQueryKey","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","SUCCESS","Query: Name"
"12:13:51.2626061 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2626217 PM","Explorer.EXE","640","RegQueryValue","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}\flags","NAME NOT FOUND","Length: 144"
"12:13:51.2626438 PM","Explorer.EXE","640","RegCloseKey","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","SUCCESS",""
"12:13:51.2626581 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile","SUCCESS","Query: Name"
"12:13:51.2626804 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\Shell","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2626955 PM","Explorer.EXE","640","RegOpenKey","HKCR\exefile\Shell","SUCCESS","Desired Access: Read"
"12:13:51.2627117 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell","SUCCESS","Query: Name"
"12:13:51.2627332 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2627483 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\(Default)","NAME NOT FOUND","Length: 144"
"12:13:51.2627625 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell","SUCCESS","Query: Name"
"12:13:51.2627843 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2627991 PM","Explorer.EXE","640","RegOpenKey","HKCR\exefile\shell\open","SUCCESS","Desired Access: Read"
"12:13:51.2628162 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell","SUCCESS","Query: Name"
"12:13:51.2628382 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2628530 PM","Explorer.EXE","640","RegEnumKey","HKCR\exefile\shell","SUCCESS","Index: 0, Name: open"
"12:13:51.2628673 PM","Explorer.EXE","640","RegEnumKey","HKCR\exefile\shell","SUCCESS","Index: 1, Name: runas"
"12:13:51.2628807 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell","SUCCESS","Query: Name"
"12:13:51.2629025 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2629173 PM","Explorer.EXE","640","RegOpenKey","HKCR\exefile\shell\runas","SUCCESS","Desired Access: Read"
"12:13:51.2629338 PM","Explorer.EXE","640","RegEnumKey","HKCR\exefile\shell","NO MORE ENTRIES","Index: 2, Length: 288"
"12:13:51.2629553 PM","Explorer.EXE","640","RegCloseKey","HKCR\exefile\shell","SUCCESS",""
"12:13:51.2629634 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"12:13:51.2632606 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2632838 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\runas\LegacyDisable","NAME NOT FOUND","Length: 144"
"12:13:51.2633003 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"12:13:51.2633246 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2633414 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\runas\CheckSupportedTypes","NAME NOT FOUND","Length: 144"
"12:13:51.2633595 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\open","SUCCESS","Query: Name"
"12:13:51.2633822 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2633975 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\open\LegacyDisable","NAME NOT FOUND","Length: 144"
"12:13:51.2634115 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\open","SUCCESS","Query: Name"
"12:13:51.2635839 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2636101 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\open\CheckSupportedTypes","NAME NOT FOUND","Length: 144"
"12:13:51.2636280 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\open","SUCCESS","Query: Name"
"12:13:51.2636551 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2636707 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\open\SuppressionPolicy","NAME NOT FOUND","Length: 144"
"12:13:51.2636853 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\open","SUCCESS","Query: Name"
"12:13:51.2637076 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2637233 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\open\Extended","NAME NOT FOUND","Length: 144"
"12:13:51.2637370 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\open","SUCCESS","Query: Name"
"12:13:51.2637593 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2637741 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\open\MUIVerb","NAME NOT FOUND","Length: 144"
"12:13:51.2637875 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\open","SUCCESS","Query: Name"
"12:13:51.2638096 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\open","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2638247 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\open\(Default)","NAME NOT FOUND","Length: 144"
"12:13:51.2638504 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"12:13:51.2638733 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2638887 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\runas\Extended","NAME NOT FOUND","Length: 144"
"12:13:51.2639026 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"12:13:51.2639247 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2639398 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\runas\MUIVerb","NAME NOT FOUND","Length: 144"
"12:13:51.2639535 PM","Explorer.EXE","640","RegQueryKey","HKCR\exefile\shell\runas","SUCCESS","Query: Name"
"12:13:51.2639753 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\exefile\shell\runas","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2639903 PM","Explorer.EXE","640","RegQueryValue","HKCR\exefile\shell\runas\(Default)","NAME NOT FOUND","Length: 144"
"12:13:51.2640180 PM","Explorer.EXE","640","RegQueryKey","HKCR\*","SUCCESS","Query: Name"
"12:13:51.2640415 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2640566 PM","Explorer.EXE","640","RegOpenKey","HKCR\*","SUCCESS","Desired Access: Maximum Allowed"
"12:13:51.2640828 PM","Explorer.EXE","640","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Objects\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2641029 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2641180 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2641317 PM","Explorer.EXE","640","RegOpenKey","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","SUCCESS","Desired Access: Query Value"
"12:13:51.2641524 PM","Explorer.EXE","640","RegQueryKey","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","SUCCESS","Query: Name"
"12:13:51.2641756 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2641915 PM","Explorer.EXE","640","RegQueryValue","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}\flags","NAME NOT FOUND","Length: 144"
"12:13:51.2642175 PM","Explorer.EXE","640","RegCloseKey","HKCR\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","SUCCESS",""
"12:13:51.2642326 PM","Explorer.EXE","640","RegQueryKey","HKCR\*","SUCCESS","Query: Name"
"12:13:51.2642563 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\*\Shell","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2642719 PM","Explorer.EXE","640","RegOpenKey","HKCR\*\Shell","NAME NOT FOUND","Desired Access: Read"
"12:13:51.2654626 PM","Explorer.EXE","640","RegCloseKey","HKCR\*","SUCCESS",""
"12:13:51.2654819 PM","Explorer.EXE","640","RegQueryKey","HKCR\AllFilesystemObjects","SUCCESS","Query: Name"
"12:13:51.2655140 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\AllFilesystemObjects","NAME NOT FOUND","Desired Access: Maximum Allowed"
"12:13:51.2655338 PM","Explorer.EXE","640","RegOpenKey","HKCR\AllFilesystemObjects","SUCCESS","Desired Access: Maximum Allowed"
"12:13:51.2655623 PM","Explorer.EXE","640","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\ShellCompatibility\Objects\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Query Value"
"12:13:51.2655858 PM","Explorer.EXE","640","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"12:13:51.2656020 PM","Explorer.EXE","640","RegOpenKey","HKCU\Software\Classes\CLSID\{21B22460-3AEA-1069-A2DC-08002B30309D}","NAME NOT FOUND","Desired Access: Query Value"
