CourseName,YearQuarter,StudentId,Week,PromptText,ResponseText,Text
Introduction to Data Visualization,20194,6,Week 9,"""Without data, you are just another person with an opinion."" - Dr.  (Links to an external site.)Robin Angotti, UWB

Hopefully through this course you see that data is all around and power can come from being able to organize data to gain information and insights. However, as a means for communicating to an audience, visualized data mostly benefit the people who know how to interpret the graphics; many people have not developed a visual literacy to understand the figures we have made. For this journal entry, I want you to reflect on data visualizations as a means for communication.

Is there a paradox to data visualization? Why are photos like those in the documentary Chasing Ice (Links to an external site.) more impactful to a broad audience than any data graph? Why are people, who want to see evidence of a claim, easily misled by data visualizations? Why do media companies often use data graphics to get our attention rather than accurately represent information?

In 5-7 sentences, what function should data visualization serve for communication?","Data visualization in the form of graphs, like we've seen in this class, compared to images as seen in Chasing Ice can often times tell the same story, but in drastically different ways. When looking at a graph on rising sea levels, for example, it's easy to see that the line would be increasing. However, when combined with images comparing the landscape of glacial areas compared to a photo today, there's even more of a reaction. There's a physical element added that makes an audience actually seeing the changes have a long-lasting effect. Furthermore, it could also be simpler to understand two pictures with just two date/time stamps than breaking down/using the visual literacy to assess a graph. Media companies often use data graphics to get our attention rather than accurately represent information because there's usually more motive going on behind closed doors than just informing an audience. When using data graphics in media, it's also usually the goal to at lest get the audiences attention to focus on the topic, to at least plant the seed of interest of what's being discussed. Data visualization overall should serve as a way to get a story told with the data given in a way that the target audience can understand thoroughly. ","Data visualization in the form of graphs, like we've seen in this class, compared to images as seen in Chasing Ice can often times tell the same story, but in drastically different ways. When looking at a graph on rising sea levels, for example, it's easy to see that the line would be increasing. However, when combined with images comparing the landscape of glacial areas compared to a photo today, there's even more of a reaction. There's a physical element added that makes an audience actually seeing the changes have a long-lasting effect. Furthermore, it could also be simpler to understand two pictures with just two date/time stamps than breaking down/using the visual literacy to assess a graph. Media companies often use data graphics to get our attention rather than accurately represent information because there's usually more motive going on behind closed doors than just informing an audience. When using data graphics in media, it's also usually the goal to at lest get the audiences attention to focus on the topic, to at least plant the seed of interest of what's being discussed. Data visualization overall should serve as a way to get a story told with the data given in a way that the target audience can understand thoroughly."
Introduction to Data Visualization,20194,7,Week 1,"Address the following questions to help me understand your perspective:

Why are you taking this course?
What do you hope to learn from this course?
What is one thing I should know about you to help you learn?","I took this course because it’s a core requirement for my major (MTV) but I am also interested in going into data science so I probably would have taken it as an elective any ways. I have previously taken a statistics class in which we used R, but I am hoping to refresh my skills and enhance my data cleaning abilities. I figure the skills I develop in this course will greatly contribute to the work I hope to do post-graduation. I personally prefer to work on data analysis projects alone, so I know sharing the load of the work is something that I will have to work on and which I think is good for you to know is one of my weaknesses.","I took this course because it’s a core requirement for my major (MTV) but I am also interested in going into data science so I probably would have taken it as an elective any ways. I have previously taken a statistics class in which we used R, but I am hoping to refresh my skills and enhance my data cleaning abilities. I figure the skills I develop in this course will greatly contribute to the work I hope to do post-graduation. I personally prefer to work on data analysis projects alone, so I know sharing the load of the work is something that I will have to work on and which I think is good for you to know is one of my weaknesses."
Introduction to Data Visualization,20194,7,Week 2,"Reflect on what you learned this week and what you experienced as you worked in RStudio. Address the following points in your reflection with 2-5 sentences each:

Contrast your expectations of working in R to reality
Describe the challenges to making the two visualizations this week: a personal timeline and a news graphic
Explain what strategies you used to overcome these challenges.
What aspects of the High Impact Practices project interest you (be specific about what aspects and why they interest you)?
In your opinion, what do you define as success for yourself and your peers as students at UW-Bothell?","Since I’ve worked with R before, my expectations weren’t much different from reality. However, I haven’t worked in R in about 2 years so it was good to have a refresher on the syntax. I keep trying to use java syntax because that’s what I’ve had more recent experience using.

I didn’t find much challenge to the visualizations we made this week. I’d say the most difficult part was just thinking up ideas on how to display the news line we found in the number 47 assignment. To work through this I just envisioned advertising techniques which I’ve seen and that gave me some inspiration to work from.

The aspect of High Impact Practices that interested me was the data behind student transfers to and from UW Bothell. I personally planned on attending Central Washington University for four years but after the first two years I had changed my major to something which the University didn’t specifically have so I had to transfer to UWB. I think the fact that certain departments require you to be accepted into the major when you apply to the university in order to keep their transfer rates low is interesting. So I think the data behind these phenomenon could be interesting to work with.

I would define success as a lot of things. I think personally, attaining a degree in something that I find interesting enough to dedicate at least a large chunk of my life to, is a success. However, I know others have their own unique definitions of what makes them a success and those are valid for their personal experience.  ","Since I’ve worked with R before, my expectations weren’t much different from reality. However, I haven’t worked in R in about 2 years so it was good to have a refresher on the syntax. I keep trying to use java syntax because that’s what I’ve had more recent experience using.

 I didn’t find much challenge to the visualizations we made this week. I’d say the most difficult part was just thinking up ideas on how to display the news line we found in the number 47 assignment. To work through this I just envisioned advertising techniques which I’ve seen and that gave me some inspiration to work from.

 The aspect of High Impact Practices that interested me was the data behind student transfers to and from UW Bothell. I personally planned on attending Central Washington University for four years but after the first two years I had changed my major to something which the University didn’t specifically have so I had to transfer to UWB. I think the fact that certain departments require you to be accepted into the major when you apply to the university in order to keep their transfer rates low is interesting. So I think the data behind these phenomenon could be interesting to work with.

 I would define success as a lot of things. I think personally, attaining a degree in something that I find interesting enough to dedicate at least a large chunk of my life to, is a success. However, I know others have their own unique definitions of what makes them a success and those are valid for their personal experience."
Introduction to Data Visualization,20194,7,Week 3,"Check-in:

What are two things you are learning that come easily and why do you feel that way (3-5 sentences)?
What are two things you are learning that you find challenging and why do you feel that way (3-5 sentences)?
What are two things you are learning that you want to work on (2-4 sentences)?","So far, the little work we have done in R and the group data visualization presentation have been the easiest assignments. Since I’ve worked with R, the intro assignments we’ve been doing in swirl have been essentially a refresher, thus have been pretty easy. As well, our group chose to present maps which I’ve taken a GIS class before so it’s again like a refresher on knowledge I already have.

I would say what has been the most challenging would be not necessarily what we’re learning, rather that in class I have been having to walk through a fellow student who gets confused very easily and I am not a very patient teacher. As well, forming a research question has been difficult because I am not entirely sure what exact area of knowledge I want to approach since there are a few available. Along with that, doing background research has been difficult because we're looking into something relatively new and very specific.

Again, it’s not something we are exclusively learning but I think I could definitely work on my teaching skills and being more patient with others since I do have prior experience with what we’re doing. As well, I know my ability to form good research questions and background research skills are something I have been wanting to further develop because I have struggled with these sorts of assignments before so I am glad I get the opportunity to work on those in this class.","So far, the little work we have done in R and the group data visualization presentation have been the easiest assignments. Since I’ve worked with R, the intro assignments we’ve been doing in swirl have been essentially a refresher, thus have been pretty easy. As well, our group chose to present maps which I’ve taken a GIS class before so it’s again like a refresher on knowledge I already have.

 I would say what has been the most challenging would be not necessarily what we’re learning, rather that in class I have been having to walk through a fellow student who gets confused very easily and I am not a very patient teacher. As well, forming a research question has been difficult because I am not entirely sure what exact area of knowledge I want to approach since there are a few available. Along with that, doing background research has been difficult because we're looking into something relatively new and very specific.

 Again, it’s not something we are exclusively learning but I think I could definitely work on my teaching skills and being more patient with others since I do have prior experience with what we’re doing. As well, I know my ability to form good research questions and background research skills are something I have been wanting to further develop because I have struggled with these sorts of assignments before so I am glad I get the opportunity to work on those in this class."
Introduction to Data Visualization,20194,7,Week 4,"For this journal entry, reflect on your work with your group as you complete the first major assignments and visualizations to address the following questions.

How have you supported your group's success? (2–3 sentences)
How is writing a research question different from other writing you have done for school? (3–5 sentences)
What concepts, ideas, or techniques that were initially difficult are now coming easily? (2–3 sentences)
What concepts, ideas, or techniques are you still feeling confused about? (2–3 sentences)
What do you plan to do to address any confusion? (2–3 sentences)","I helped in developing the research question and am writing the section of the research assignment in which we explain why we are addressing our specific question and how that relates to the gap in knowledge pertaining to the topic of interest. I also wrote the data summary because I am the most familiar with the data set and offered to do so. I have also agreed that for the duration of the project, I will take charge of the data analysis (we each picked our strengths and determined which parts of the project we will each be responsible for).

I have done research projects in statistics and research classes before so this is fairly similar to that. It is quite different from writing I’ve done in typical writing classes because you have to be objective and explicitly disclaim all aspects of your research in depth.

I was initially worried about finding preliminary research, but once I started looking for articles I began finding a lot which support the need for research on pollinators and the introduction of native bee species. At first I was worried that I couldn’t find any research specifically on the introduction of companies which rent bees/pollinators to individuals and farms to increase population, but then I realized that this means there is a gap in information which is good for our research question.

I think the thing I am confused about most, is the formation of the research question. I wanted to do a more indepth important question, but with the data we have currently we have to explore a more shallow question and I am not entirely confident it is enough for your standards. However, we haven’t explicitly gone over what you expect from our question in class so I’m not sure either way. To address this confusion, I talked with Denise about what we have as options for our research question and we decided on the best one we could formulate. As well, I was hoping to receive feedback on our research question assignment which lets us know if were on the right path or not.","I helped in developing the research question and am writing the section of the research assignment in which we explain why we are addressing our specific question and how that relates to the gap in knowledge pertaining to the topic of interest. I also wrote the data summary because I am the most familiar with the data set and offered to do so. I have also agreed that for the duration of the project, I will take charge of the data analysis (we each picked our strengths and determined which parts of the project we will each be responsible for).

 I have done research projects in statistics and research classes before so this is fairly similar to that. It is quite different from writing I’ve done in typical writing classes because you have to be objective and explicitly disclaim all aspects of your research in depth.

 I was initially worried about finding preliminary research, but once I started looking for articles I began finding a lot which support the need for research on pollinators and the introduction of native bee species. At first I was worried that I couldn’t find any research specifically on the introduction of companies which rent bees/pollinators to individuals and farms to increase population, but then I realized that this means there is a gap in information which is good for our research question.

 I think the thing I am confused about most, is the formation of the research question. I wanted to do a more indepth important question, but with the data we have currently we have to explore a more shallow question and I am not entirely confident it is enough for your standards. However, we haven’t explicitly gone over what you expect from our question in class so I’m not sure either way. To address this confusion, I talked with Denise about what we have as options for our research question and we decided on the best one we could formulate. As well, I was hoping to receive feedback on our research question assignment which lets us know if were on the right path or not."
Introduction to Data Visualization,20194,7,Week 5,"Prompt
We are approaching the half-way point of the quarter, which means it is a good time to reflect on what we are learning. Below I have listed the learning objectives for the course. From this list, pick out all the objectives you have worked on.  Once you choose the objectives you worked on, mention the activities you did to learn such as homework, major group assignment, group presentation, journal,  out-of-class work or other activities.

The purpose of this journal is two-fold:

 I want you to document your learning, which we will do fully for the final portfolio.
I want to know how effective I am as an instructor to help you reach these course goals.So if you don't include an objective, I'll assume we either haven't covered it or I need to teach it better.
Learning objectives
By the end of the course, students will be able to:

Categorize features of effective visual representations
Identify the different types of data and their constraints
Relate different types of data to appropriate visualizations
Manipulate, organize, and clean the data using simple algorithms
Apply best practices for data management and formatting
Report descriptive statistics
Make an interactive data visualization for a web-page
Author a report with data and visuals that addresses a research question
Provide a constructive critique of a data visualization
Be familiar with the ethical issues and power surrounding data
Clarify responsible conduct for authoring documents with integrity
Work effectively as a group to collaborate and share leadership throughout different stages of a project
Contrast visualizations with other forms of communications","Categorize features of effective visual representations
Completed this objective with the group ggplot2 visualization assignment, by presenting and watching presentations.

Identify the different types of data and their constraints
Covered this with the measurement type handout.

Relate different types of data to appropriate visualizations
Also covered this with the group ggplot2 visualization assignment.

Manipulate, organize, and clean the data using simple algorithms
Not sure if we covered this explicitly in class, but the reading in R for Data Science of chapters 4-6 and 10, covered this information.

Work effectively as a group to collaborate and share leadership throughout different stages of a project
We’ve somewhat achieved this through the few major assignments we’ve completed so far.","Categorize features of effective visual representations
 Completed this objective with the group ggplot2 visualization assignment, by presenting and watching presentations.

 Identify the different types of data and their constraints
 Covered this with the measurement type handout.

 Relate different types of data to appropriate visualizations
 Also covered this with the group ggplot2 visualization assignment.

 Manipulate, organize, and clean the data using simple algorithms
 Not sure if we covered this explicitly in class, but the reading in R for Data Science of chapters 4-6 and 10, covered this information.

 Work effectively as a group to collaborate and share leadership throughout different stages of a project
 We’ve somewhat achieved this through the few major assignments we’ve completed so far."
Introduction to Data Visualization,20194,7,Week 6,"Learning R can sometimes lead you to explore unexpected things. It is okay to play with the program and the code. In this journal, I want you to talk about a time that you explored in R.  If you haven't played with R, take some time to do that and reflect on what happened.

Describe playing with the R code and what you learned (5-7 sentences).","I've used R before so some of the simple operators I remember, but it's probably been 2 years since I've used it so the actual syntax for functions is something I'm still relearning. I never learned how to really manipulate a data set in R before so I am definitely enjoying playing around with those functions. So far I've learned how to add and remove columns, join separate data sets and create new data sets. I also never ran a chi-squared test so I learned how to do that and learned that it is shockingly simple compared to running it in excel or by hand. I didn't use them, but I also learned about tibbles which I didn't know were a thing and seem like they could be useful in certain situations.","I've used R before so some of the simple operators I remember, but it's probably been 2 years since I've used it so the actual syntax for functions is something I'm still relearning. I never learned how to really manipulate a data set in R before so I am definitely enjoying playing around with those functions. So far I've learned how to add and remove columns, join separate data sets and create new data sets. I also never ran a chi-squared test so I learned how to do that and learned that it is shockingly simple compared to running it in excel or by hand. I didn't use them, but I also learned about tibbles which I didn't know were a thing and seem like they could be useful in certain situations."
Introduction to Data Visualization,20194,7,Week 7,"For this journal I would you like you to reflect on our guest speaker's presentation. This is an open journal entry that you can reflect however you would like. Below are some questions you may choose to help you reflect:

 What parts of Etiowo's story do you identify with?
Who benefits from having a data analysts in healthcare?
How does a career in data visualization align with your goals?
What remaining question do you have about a career in data science?
Why is a data visualization career not appealing to many people?
If you were not able to attend the speaker's presentation, find a person who does data visualization and read about their background or career from online sources.  Reflect on that person's work and what parts you can or cannot relate to.","I found Etiowo’s presentation very beneficial, in that it was the first time I got an actual inside presentation on the career path and work of a data analysts. I personally am working towards a career in data analyzation, so learning about Etiowo’s specific career path was quite helpful in creating a definite idea of what to expect.

His answer to my question about advice for aspiring data analysts was actually very useful in that I was planning on just taking any job I could find in any field post graduation. But his advice to pick a field that interests me, since data analysts are needed in almost every field, got me thinking about what type of data I actually want to be working with. I am still curious about the process of becoming a “senior” data analyst and if there are any differences between senior and entry level other than experience? As well, how long it took him to become a senior analyst. Otherwise, I really appreciated Etiowo taking the time to do the presentation and you setting it up because it kind of relieved a bit of the stress of not knowing what to expect post graduation.","I found Etiowo’s presentation very beneficial, in that it was the first time I got an actual inside presentation on the career path and work of a data analysts. I personally am working towards a career in data analyzation, so learning about Etiowo’s specific career path was quite helpful in creating a definite idea of what to expect.

 His answer to my question about advice for aspiring data analysts was actually very useful in that I was planning on just taking any job I could find in any field post graduation. But his advice to pick a field that interests me, since data analysts are needed in almost every field, got me thinking about what type of data I actually want to be working with. I am still curious about the process of becoming a “senior” data analyst and if there are any differences between senior and entry level other than experience? As well, how long it took him to become a senior analyst. Otherwise, I really appreciated Etiowo taking the time to do the presentation and you setting it up because it kind of relieved a bit of the stress of not knowing what to expect post graduation."
Introduction to Data Visualization,20194,7,Week 8,"In 5-7 sentences, explain what has changed, since starting this course, in how you think about data visualization.","I wouldn’t say a whole lot has changed in my understanding of data visualization. I think I have a stronger grasp on determining the tests you need to run based off your data. I also have a stronger grasp on the structure of a research paper, since I am writing two of them this quarter. My knowledge on R has been refreshed but not necessarily enhanced, I didn’t really like the structure of the book. I benefited more from searching the problems I was facing in R online because the answers were more complete there. Overall, this course so far has solidified my understanding of data visualization through the contextualization of concepts I previously knew into an actual research paper and analysis.","I wouldn’t say a whole lot has changed in my understanding of data visualization. I think I have a stronger grasp on determining the tests you need to run based off your data. I also have a stronger grasp on the structure of a research paper, since I am writing two of them this quarter. My knowledge on R has been refreshed but not necessarily enhanced, I didn’t really like the structure of the book. I benefited more from searching the problems I was facing in R online because the answers were more complete there. Overall, this course so far has solidified my understanding of data visualization through the contextualization of concepts I previously knew into an actual research paper and analysis."
Introduction to Data Visualization,20194,7,Week 9,"""Without data, you are just another person with an opinion."" - Dr.  (Links to an external site.)Robin Angotti, UWB

Hopefully through this course you see that data is all around and power can come from being able to organize data to gain information and insights. However, as a means for communicating to an audience, visualized data mostly benefit the people who know how to interpret the graphics; many people have not developed a visual literacy to understand the figures we have made. For this journal entry, I want you to reflect on data visualizations as a means for communication.

Is there a paradox to data visualization? Why are photos like those in the documentary Chasing Ice (Links to an external site.) more impactful to a broad audience than any data graph? Why are people, who want to see evidence of a claim, easily misled by data visualizations? Why do media companies often use data graphics to get our attention rather than accurately represent information?

In 5-7 sentences, what function should data visualization serve for communication?","A data visualization should convey the most important information in as approachable of a format as possible. This often means, over specifying for people who don’t have much experience looking at data visualizations, as well as, keeping it simple and not adding too many extraneous elements that clutter the visual and confuse the viewer. Sizing is key, often with misleading visuals the size of elements (such as bars or lines) is used to visually trick the user into assuming there is a trend when there isn’t, or vise versa.

The use of photos is often more impactful than graphs in that they can evoke an emotional response more effectively, to the data. As well, people who don’t work with data visuals can understand the purpose or message of photos more easily than a graph in which they may not be familiar with. The downside to using images, is the exact measurement being displayed is often lost. An image of global warming effects on glaciers is must less accurate than a graph depicting the exact measurements of the decline/effects. Therefore, urgency in data or the call to action of a visual can be minimized in the use of photos over more accurate forms of visualization.","A data visualization should convey the most important information in as approachable of a format as possible. This often means, over specifying for people who don’t have much experience looking at data visualizations, as well as, keeping it simple and not adding too many extraneous elements that clutter the visual and confuse the viewer. Sizing is key, often with misleading visuals the size of elements (such as bars or lines) is used to visually trick the user into assuming there is a trend when there isn’t, or vise versa.

 The use of photos is often more impactful than graphs in that they can evoke an emotional response more effectively, to the data. As well, people who don’t work with data visuals can understand the purpose or message of photos more easily than a graph in which they may not be familiar with. The downside to using images, is the exact measurement being displayed is often lost. An image of global warming effects on glaciers is must less accurate than a graph depicting the exact measurements of the decline/effects. Therefore, urgency in data or the call to action of a visual can be minimized in the use of photos over more accurate forms of visualization."
Introduction to Data Visualization,20202,8,Week 1,"Address the following questions to help me understand your perspective:

Why are you taking this course? (2-4 sentences)
What do you hope to learn from this course? (2-4 sentences)
What is one thing I should know about you to help you learn? (2-4 sentences)","-Why are you taking this course?

It's a requirement for my major and one of the few classes within my major that was actually available and I was able to get into. Also just the idea of the topics of the combination between data and visual are interesting to me.

-What do you hope to learn from this course?

A deeper understanding as to what data visualization is. I want to know how to apply data visualization to my future career and it's usage in my life.

-What is one thing I should know about you to help you learn?

I am a kinesthetic and visual learner. Retaining information through speeches is not my strongest suit.","It's a requirement for my major and one of the few classes within my major that was actually available and I was able to get into. Also just the idea of the topics of the combination between data and visual are interesting to me.

A deeper understanding as to what data visualization is. I want to know how to apply data visualization to my future career and it's usage in my life.

I am a kinesthetic and visual learner. Retaining information through speeches is not my strongest suit."
Introduction to Data Visualization,20202,8,Week 2,"Reflect on what you learned this week and what you experienced as you worked in RStudio. Address the following points in your reflection with 2-5 sentences each:

Contrast your expectations of working in R to reality
Describe the challenges to making the two visualizations this week: a personal timeline and a news graphic
Explain what strategies you used to overcome these challenges.","Contrast your expectations of working in R to reality
Well, I actually used R before when I took Linear Algebra so my expectations in this class for it to reality are relatively the same. I will say that before I ever used R, I expected R to be a little more complex and remind me of coding (not that I've ever coding thought I want to learn) and it seemed to be exactly what I expected.

Describe the challenges to making the two visualizations this week: a personal timeline and a news graphic
For the personal timeline, I didn't realize that you didn't want any drawing (oops). The challenges I came across was deciding what information to include and what not to include.  For the news graphic, I think my group and I had confusion as to how to display 47 percent of people not wanting to go to Church on Eastern into different displays of data visualization.

P.S. I forgot what group I was in when doing the news graphic but I remember talking at 47 percent of people weren't going to church.

Explain what strategies you used to overcome these challenges.
For the timeline, I settled with major events and things that seemed of value to who I am today.

With the news graphic, my group and I decided to go with the most common way of displaying a type of data with percentages such as the pie chart. ","Contrast your expectations of working in R to reality
Well, I actually used R before when I took Linear Algebra so my expectations in this class for it to reality are relatively the same. I will say that before I ever used R, I expected R to be a little more complex and remind me of coding (not that I've ever coding thought I want to learn) and it seemed to be exactly what I expected.

Describe the challenges to making the two visualizations this week: a personal timeline and a news graphic
For the personal timeline, I didn't realize that you didn't want any drawing (oops). The challenges I came across was deciding what information to include and what not to include.  For the news graphic, I think my group and I had confusion as to how to display 47 percent of people not wanting to go to Church on Eastern into different displays of data visualization.

P.S. I forgot what group I was in when doing the news graphic but I remember talking at 47 percent of people weren't going to church.

Explain what strategies you used to overcome these challenges.
For the timeline, I settled with major events and things that seemed of value to who I am today.

With the news graphic, my group and I decided to go with the most common way of displaying a type of data with percentages such as the pie chart. "
Introduction to Data Visualization,20202,8,Week 3,"Reflect on your experiences as a student at Bothell as it relates to the student success project and high impact practices. Discuss the following questions in 2-5 sentences each:

What does it mean to you to be successful as a student?
What does it mean to peers to be successful as a student?
What have you're experiences been with high-impact practices?","What does it mean to you to be successful as a student?
If we're talking about my thoughts specifically in relation to the student success project, I found my success being weighed by my experiences and not too much on GPA. Having experiences that would help with getting into my own career field is more prioritized.

What does it mean to peers to be successful as a student?
I know many are focus the same as me and looking for experience. So for many to be successful is being able to find a connection in things like research study, study abroad, CBLR, just anything that could push them more in their chosen direction. Also, I do think many are very driven with GPA and uses GPA as guidance.

What have you're experiences been with high-impact practices?
I haven't really done much high-impact practices but I am planning many of them. I'm looking into research studies, study abroad (due to COVID I had to push mine to next summer), and I will probably be doing capstone towards the end of next year. I do however, want to do internship or volunteer so I'll be looking into those too.","If we're talking about my thoughts specifically in relation to the student success project, I found my success being weighed by my experiences and not too much on GPA. Having experiences that would help with getting into my own career field is more prioritized.

I know many are focus the same as me and looking for experience. So for many to be successful is being able to find a connection in things like research study, study abroad, CBLR, just anything that could push them more in their chosen direction. Also, I do think many are very driven with GPA and uses GPA as guidance.

I haven't really done much high-impact practices but I am planning many of them. I'm looking into research studies, study abroad (due to COVID I had to push mine to next summer), and I will probably be doing capstone towards the end of next year. I do however, want to do internship or volunteer so I'll be looking into those too."
Introduction to Data Visualization,20202,8,Week 4,"For this journal entry, reflect on your work as you complete the first major assignments and visualizations to address the following questions.

How is writing a research question different from other writing you have done for school? (3–5 sentences)
What are two things you are learning that come easily and why do you feel that way (3-5 sentences)?
What are two things you are learning that you find challenging and why do you feel that way (3-5 sentences)?
What are two things you are learning that you want to work on (2-4 sentences)?","How is writing a research question different from other writing you have done for school? (3–5 sentences)
Writing a research question is more condense than other forms of writing. It takes a lot more critical thinking because your question has to be able to provide enough details to give direction. Other writings tend to just be more free form and there is more space to provide detail and information.

What are two things you are learning that come easily and why do you feel that way (3-5 sentences)?
The learning of components that make up a graph/chart and the HIP project. These seem easier to understand because there is a lot of details that are shown with it. Just the layout and the information are easily readable.

What are two things you are learning that you find challenging and why do you feel that way (3-5 sentences)?
Rstudio because some of the functions are not working but I tend to figure it out after a while. I also think the research project is challenging. I think there's still just a lot I don't understand about this project.

What are two things you are learning that you want to work on (2-4 sentences)?
I'm going to work on trying to understand R more. I am also going to work on understanding the project by looking over all the information again.","Writing a research question is more condense than other forms of writing. It takes a lot more critical thinking because your question has to be able to provide enough details to give direction. Other writings tend to just be more free form and there is more space to provide detail and information.

The learning of components that make up a graph/chart and the HIP project. These seem easier to understand because there is a lot of details that are shown with it. Just the layout and the information are easily readable.

Rstudio because some of the functions are not working but I tend to figure it out after a while. I also think the research project is challenging. I think there's still just a lot I don't understand about this project.

I'm going to work on trying to understand R more. I am also going to work on understanding the project by looking over all the information again."
Introduction to Data Visualization,20202,8,Week 5,"We are approaching the half-way point of the quarter, which means it is a good time to reflect on what we are learning and how teaching is going.

What is working well in this course and why? (2-7 sentences)
What is one specific aspect of this course that needs improvement and why? (2-7 sentences)","1. Using the zoom to go over questions and breakdown the steps of the assignments is going well. Also, splitting into groups is good too because it gives us time to have you answer our question at the moment.



2. I feel as if we're kind of on different agendas. With just having other classes that also have large workload, it's a little overwhelming and the assignments I work on are not really the assignments you're going over in the zoom. It's nice to get broken up into break out groups because it lets me focus on what I was focusing on and be able to produce the questions I need for it. I just prefer to finish one assignment before moving on to the next rather than doing half of each assignment.","1. Using the zoom to go over questions and breakdown the steps of the assignments is going well. Also, splitting into groups is good too because it gives us time to have you answer our question at the moment.



2. I feel as if we're kind of on different agendas. With just having other classes that also have large workload, it's a little overwhelming and the assignments I work on are not really the assignments you're going over in the zoom. It's nice to get broken up into break out groups because it lets me focus on what I was focusing on and be able to produce the questions I need for it. I just prefer to finish one assignment before moving on to the next rather than doing half of each assignment."
Introduction to Data Visualization,20202,8,Week 6,"Learning R can sometimes lead you to explore unexpected things. It is okay to play with the program and the code. In this journal, I want you to talk about a time that you explored in R.  If you haven't played with R, take some time to do that and reflect on what happened.

Describe playing with the R code and what you learned (5-7 sentences).","When exploring R, I was looking into how to use it and all its functions because I really had no idea how to code still. Since working in R, I learned to filter through data set and how 'filter' is used for rows and 'select' is used for columns. I also found out about the different themes I could use for Sankey plots and that there was a thing called ""Sankey Wheel"". I also quickly learn about the usage of different packages. However, through the process, R did begin to be slow which made it hard to explore. ","When exploring R, I was looking into how to use it and all its functions because I really had no idea how to code still. Since working in R, I learned to filter through data set and how 'filter' is used for rows and 'select' is used for columns. I also found out about the different themes I could use for Sankey plots and that there was a thing called ""Sankey Wheel"". I also quickly learn about the usage of different packages. However, through the process, R did begin to be slow which made it hard to explore. "
Introduction to Data Visualization,20202,8,Week 7,"Stephen Few argued in a book called ""The Data Loom"" that as more people learn how to use data analysis, machine learning, and data visualization skills, there is a greater need for critical thinking and deep subject area knowledge. He argues that intelligence does not simply emerge from data and that these new tools for working with data may make logical fallacies harder to dismiss.

How has this course developed your critical thinking skills?  (5-7 sentences)","I think this course has deepened my critical thinking skills by forcing me to see the large picture of smaller scales. Understanding why the objective is important and correlating it one's own experiences help me to understand better on the subject matter. Also, it had me look at factors I was unfamiliar with but having to make sense of how it context matters. Overall, I had to learn this complex yet rewarding (coding) system, where I couldn't just type in a bunch of random things but really had to understand the functions of each code and why they work the way that they do.","I think this course has deepened my critical thinking skills by forcing me to see the large picture of smaller scales. Understanding why the objective is important and correlating it one's own experiences help me to understand better on the subject matter. Also, it had me look at factors I was unfamiliar with but having to make sense of how it context matters. Overall, I had to learn this complex yet rewarding (coding) system, where I couldn't just type in a bunch of random things but really had to understand the functions of each code and why they work the way that they do."
Introduction to Data Visualization,20202,8,Week 8,"In 5-7 sentences, explain what has changed, since starting this course, in how you think about data visualization.","Since starting this course, I've started off at a slow pace. I didn't understand much of the coding process but data visualization was something I was familiar with. Over the few couple of weeks, I found myself being resourceful and quite motivated in the fact that I chose this class because I wanted to learn. Now I am capable of coding, thinking critically about the outcomes of data visualization, and if unsure, I am prepared and skilled enough to find answers to my questions. I am a visual person, so data visualization is something I use quite often in my life but now I can see the structure more clearly by understanding coding.","Since starting this course, I've started off at a slow pace. I didn't understand much of the coding process but data visualization was something I was familiar with. Over the few couple of weeks, I found myself being resourceful and quite motivated in the fact that I chose this class because I wanted to learn. Now I am capable of coding, thinking critically about the outcomes of data visualization, and if unsure, I am prepared and skilled enough to find answers to my questions. I am a visual person, so data visualization is something I use quite often in my life but now I can see the structure more clearly by understanding coding."
